,A0,A1,A2,label
13063,-0.23,-0.5,-0.3,1
13064,-0.62,-0.6,0.02,1
13065,-0.47,-0.65,-0.83,1
13066,-0.16,-0.75,-0.17,1
13067,-0.31,-0.71,-0.38,1
13068,-0.5,-0.68,-0.11,1
13069,-0.43,-0.89,-0.37,1
13070,-0.17,-0.95,-0.21,1
13071,-0.43,-0.95,-0.38,1
13072,-0.47,-0.95,-0.06,1
13073,-0.5,-0.88,-0.53,1
13074,-0.13,-0.8,-0.13,1
13075,-0.31,-0.76,-0.34,1
13076,-0.55,-0.74,-0.16,1
13077,-0.31,-0.73,-0.48,1
13078,-0.07,-0.7,-0.38,1
13079,-0.41,-0.74,-0.28,1
13080,-0.34,-0.78,-0.09,1
13081,-0.34,-0.72,-0.44,1
13082,-0.09,-0.75,-0.44,1
13083,-0.4,-0.79,-0.25,1
13084,-0.51,-0.79,-0.08,1
13085,-0.34,-0.86,-0.54,1
13086,0.0,-0.85,-0.68,1
13087,-0.45,-0.84,-0.43,1
13088,-0.42,-0.89,-0.42,1
13089,-0.47,-0.87,-0.56,1
13090,-0.03,-0.9,-0.3,1
13091,-0.41,-0.91,-0.38,1
13092,-0.28,-0.88,-0.09,1
13093,-0.45,-0.75,-0.6,1
13094,-0.21,-0.79,-0.35,1
13095,-0.39,-0.77,-0.33,1
13096,-0.36,-0.78,-0.17,1
13097,-0.49,-0.86,-0.69,1
13098,-0.16,-0.92,-0.36,1
13099,-0.31,-0.94,-0.43,1
13100,-0.34,-0.95,-0.27,1
13101,-0.56,-0.97,-0.73,1
13102,-0.11,-0.94,-0.16,1
13103,-0.24,-0.94,-0.26,1
13104,-0.34,-0.77,-0.11,1
13105,-0.56,-0.79,-0.76,1
13106,-0.06,-0.86,-0.2,1
13107,-0.31,-0.85,-0.39,1
13108,-0.32,-0.79,-0.08,1
13109,-0.52,-0.92,-0.66,1
13110,-0.01,-0.92,-0.39,1
13111,-0.52,-0.88,-0.32,1
13112,-0.51,-0.89,-0.06,1
13113,-0.38,-0.82,-0.72,1
13114,-0.06,-0.85,-0.03,1
13115,-0.62,-0.86,-0.46,1
13116,-0.41,-0.89,-0.07,1
13117,-0.35,-0.92,0.0,1
13118,-0.09,-0.82,-0.16,1
13119,-0.38,-0.88,-0.27,1
13120,-0.42,-0.85,-0.25,1
13121,-0.11,-0.8,-0.87,1
13122,-0.08,-0.78,-0.23,1
13123,-0.6,-0.79,-0.37,1
13124,-0.32,-0.75,-0.01,1
13125,0.08,-0.65,-0.84,1
13126,-0.52,-0.62,-0.68,1
13127,-0.68,-0.69,-0.36,1
13128,-0.17,-0.7,-0.08,1
13129,-0.07,-0.72,-0.9,1
13130,0.1,-0.8,-0.5,1
13131,0.48,-0.79,-0.52,1
13132,0.65,-0.78,-0.29,1
13133,0.56,-0.78,-0.46,1
13134,0.5,-0.73,-0.28,1
13135,0.45,-0.71,-0.38,1
13136,0.39,-0.75,-0.12,1
13137,0.3,-0.73,-0.94,1
13138,0.33,-0.75,-0.42,1
13139,0.32,-0.77,-0.43,1
13140,0.35,-0.78,0.0,1
13141,0.38,-0.77,-0.82,1
13142,0.4,-0.77,-0.18,1
13143,0.39,-0.78,-0.41,1
13144,0.4,-0.8,-0.01,1
13145,0.43,-0.8,-0.68,1
13146,0.43,-0.79,-0.24,1
13147,0.38,-0.8,-0.53,1
13148,0.37,-0.81,-0.06,1
13149,0.33,-0.8,-0.73,1
13150,0.31,-0.82,-0.31,1
13151,0.28,-0.78,-0.44,1
13152,0.3,-0.78,-0.22,1
13153,0.32,-0.74,-0.14,1
13154,0.4,-0.72,-0.52,1
13155,0.38,-0.72,-0.32,1
13156,0.36,-0.7,-0.4,1
13157,0.35,-0.68,-0.22,1
13158,0.34,-0.66,-0.55,1
13159,0.33,-0.66,-0.33,1
13160,0.34,-0.69,-0.71,1
13161,0.36,-0.71,-0.55,1
13162,0.35,-0.74,-0.6,1
13163,0.36,-0.75,-0.13,1
13164,0.38,-0.74,-0.95,1
13165,0.38,-0.75,-0.84,1
13166,0.33,-0.75,-0.62,1
13167,0.31,-0.72,-0.05,1
13168,0.31,-0.73,-0.71,1
13169,0.3,-0.7,-0.75,1
13170,0.32,-0.68,-0.34,1
13171,0.33,-0.69,-0.33,1
13172,0.34,-0.66,-0.58,1
13173,0.36,-0.55,-0.74,1
13174,0.37,-0.5,-1.24,1
13175,0.41,-0.52,-0.91,1
13176,0.38,-0.55,-0.79,1
13177,0.35,-0.54,-0.76,1
13178,0.32,-0.55,-0.77,1
13179,0.34,-0.58,-0.64,1
13180,0.36,-0.53,-0.65,1
13181,0.34,-0.54,-0.54,1
13182,0.32,-0.62,-0.62,1
13183,0.32,-0.67,-0.56,1
13184,0.94,-0.36,0.07,0
13185,1.21,-0.46,0.07,0
13186,1.38,-0.43,0.13,0
13187,1.45,-0.37,0.11,0
13188,1.51,-0.34,0.17,0
13189,1.47,-0.29,0.05,0
13190,1.14,-0.26,0.02,0
13191,0.97,-0.27,-0.07,0
13192,0.85,-0.32,-0.11,0
13193,0.77,-0.32,-0.09,0
13194,0.8,-0.39,-0.01,0
13195,0.98,-0.33,0.15,0
13196,1.0,-0.24,0.25,0
13197,1.26,-0.26,0.25,0
13198,1.13,-0.28,0.19,0
13199,1.01,-0.32,0.18,0
13200,1.0,-0.34,0.15,0
13201,1.14,-0.39,0.16,0
13202,1.36,-0.45,0.24,0
13203,1.49,-0.43,0.11,0
13204,1.48,-0.37,0.03,0
13205,1.54,-0.32,0.03,0
13206,1.24,-0.3,-0.03,0
13207,1.0,-0.29,-0.05,0
13208,0.9,-0.29,-0.13,0
13209,0.8,-0.32,-0.13,0
13210,0.82,-0.32,-0.08,0
13211,0.93,-0.3,-0.08,0
13212,0.97,-0.33,0.1,0
13213,1.23,-0.26,0.2,0
13214,1.17,-0.22,0.07,0
13215,0.94,-0.26,0.16,0
13216,0.87,-0.32,0.22,0
13217,0.9,-0.32,0.18,0
13218,1.16,-0.34,0.12,0
13219,1.25,-0.44,0.15,0
13220,1.41,-0.4,0.03,0
13221,1.49,-0.37,0.04,0
13222,1.47,-0.33,0.08,0
13223,1.06,-0.27,-0.1,0
13224,0.91,-0.22,-0.2,0
13225,0.9,-0.19,-0.24,0
13226,0.91,-0.26,-0.11,0
13227,0.85,-0.28,-0.01,0
13228,0.84,-0.32,0.05,0
13229,0.74,-0.26,0.25,0
13230,1.0,-0.18,0.21,0
13231,1.08,-0.24,0.21,0
13232,1.09,-0.29,0.22,0
13233,1.07,-0.32,-0.04,0
13234,1.16,-0.32,-0.07,0
13235,1.34,-0.36,0.07,0
13236,1.49,-0.44,0.17,0
13237,1.39,-0.36,0.12,0
13238,1.53,-0.35,0.17,0
13239,1.26,-0.33,0.13,0
13240,0.96,-0.26,0.05,0
13241,0.9,-0.23,-0.08,0
13242,0.93,-0.25,-0.13,0
13243,1.0,-0.34,-0.09,0
13244,1.04,-0.37,-0.03,0
13245,0.93,-0.36,0.2,0
13246,1.05,-0.31,0.24,0
13247,1.04,-0.23,0.07,0
13248,0.87,-0.25,0.15,0
13249,0.89,-0.28,0.5,0
13250,1.04,-0.3,0.47,0
13251,1.33,-0.28,0.3,0
13252,1.37,-0.32,0.13,0
13253,1.45,-0.42,0.04,0
13254,1.58,-0.4,0.05,0
13255,1.49,-0.35,0.03,0
13256,1.13,-0.32,0.11,0
13257,1.06,-0.26,0.07,0
13258,0.93,-0.22,0.05,0
13259,0.78,-0.21,-0.1,0
13260,0.72,-0.25,-0.03,0
13261,0.81,-0.26,0.11,0
13262,0.82,-0.26,0.21,0
13263,1.18,-0.16,0.07,0
13264,1.19,-0.09,0.07,0
13265,1.13,-0.18,0.19,0
13266,1.05,-0.26,0.2,0
13267,1.19,-0.31,0.2,0
13268,1.28,-0.32,0.2,0
13269,1.37,-0.41,0.22,0
13270,1.39,-0.44,0.17,0
13271,1.59,-0.38,0.17,0
13272,1.26,-0.34,0.02,0
13273,1.04,-0.29,-0.11,0
13274,1.1,-0.23,-0.16,0
13275,1.28,-0.2,-0.08,0
13276,1.22,-0.2,-0.05,0
13277,0.9,-0.22,0.02,0
13278,0.59,-0.29,0.21,0
13279,0.21,-0.32,0.25,0
13280,0.1,-0.2,0.11,0
13281,0.12,-0.15,0.27,0
13282,0.2,-0.2,0.25,0
13283,0.21,-0.24,0.2,0
13284,0.12,-0.26,0.13,0
13285,0.1,-0.28,0.08,0
13286,0.04,-0.34,0.01,0
13287,-0.04,-0.43,0.1,0
13288,0.02,-0.38,0.01,0
13289,0.08,-0.34,0.04,0
13290,0.15,-0.31,-0.04,0
13291,0.33,-0.26,-0.08,0
13292,0.79,-0.22,-0.08,0
13293,1.42,-0.19,-0.01,0
13294,1.82,-0.22,0.12,0
13295,1.72,-0.25,0.28,0
13296,1.27,-0.29,0.15,0
13297,0.88,-0.25,0.52,0
13298,0.75,-0.11,0.65,0
13299,0.79,-0.15,0.79,0
13300,1.11,-0.24,0.61,0
13301,1.32,-0.27,0.08,0
13302,1.39,-0.27,-0.18,0
13303,1.62,-0.32,-0.2,0
13304,1.41,-0.39,-0.11,0
13305,1.09,-0.39,-0.14,0
13306,1.01,-0.33,-0.16,0
13307,0.96,-0.32,-0.22,0
13308,0.82,-0.34,-0.26,0
13309,0.55,-0.25,-0.4,0
13310,0.29,-0.19,-0.19,0
13311,0.21,-0.19,-0.09,0
13312,0.15,-0.26,0.0,0
13313,0.03,-0.32,0.07,0
13314,-0.01,-0.31,0.06,0
13315,-0.12,-0.22,0.1,0
13316,-0.28,-0.2,0.18,0
13317,-0.41,-0.26,0.2,0
13318,-0.46,-0.3,0.33,0
13319,-0.46,-0.33,0.29,0
13320,-0.41,-0.36,0.17,0
13321,-0.12,-0.4,-0.01,0
13322,0.12,-0.44,-0.05,0
13323,0.18,-0.36,-0.04,0
13324,0.21,-0.32,0.04,0
13325,0.53,-0.31,0.05,0
13326,1.16,-0.26,0.02,0
13327,1.25,-0.21,0.21,0
13328,1.33,-0.19,0.29,0
13329,1.13,-0.22,0.39,0
13330,0.96,-0.32,0.61,0
13331,0.93,-0.33,0.57,0
13332,1.01,-0.24,0.36,0
13333,1.23,-0.21,0.17,0
13334,1.41,-0.27,-0.01,0
13335,1.34,-0.28,-0.08,0
13336,1.51,-0.31,-0.24,0
13337,1.27,-0.35,-0.33,0
13338,1.04,-0.37,-0.42,0
13339,0.95,-0.38,-0.45,0
13340,0.92,-0.35,-0.48,0
13341,0.99,-0.32,-0.49,0
13342,0.97,-0.3,-0.54,0
13343,0.87,-0.27,-0.47,0
13344,0.89,-0.24,-0.43,0
13345,0.97,-0.2,-0.43,0
13346,0.97,-0.25,-0.59,0
13347,1.07,-0.26,-0.62,0
13348,1.13,-0.32,-0.59,0
13349,1.39,-0.33,-0.66,0
13350,1.4,-0.26,-0.22,0
13351,1.49,-0.2,0.17,0
13352,1.45,-0.26,0.3,0
13353,1.52,-0.31,0.35,0
13354,1.26,-0.28,0.43,0
13355,1.09,-0.29,0.2,0
13356,0.97,-0.36,0.14,0
13357,0.88,-0.39,0.07,0
13358,0.84,-0.31,0.0,0
13359,0.8,-0.3,-0.05,0
13360,0.82,-0.29,0.07,0
13361,1.02,-0.26,0.07,0
13362,1.1,-0.23,0.1,0
13363,1.07,-0.24,0.18,0
13364,1.02,-0.26,0.18,0
13365,1.05,-0.26,0.18,0
13366,1.24,-0.31,0.16,0
13367,1.39,-0.27,0.15,0
13368,1.39,-0.24,0.04,0
13369,1.52,-0.26,0.07,0
13370,1.26,-0.22,0.02,0
13371,0.98,-0.22,-0.02,0
13372,0.9,-0.22,-0.16,0
13373,0.84,-0.24,-0.17,0
13374,0.84,-0.25,-0.15,0
13375,0.79,-0.23,-0.06,0
13376,0.86,-0.23,0.16,0
13377,0.96,-0.23,0.23,0
13378,1.22,-0.2,0.09,0
13379,1.14,-0.2,0.22,0
13380,1.12,-0.27,0.29,0
13381,1.06,-0.29,0.23,0
13382,1.2,-0.3,0.2,0
13383,1.33,-0.32,0.11,0
13384,1.37,-0.33,0.08,0
13385,1.3,-0.32,0.08,0
13386,1.55,-0.29,0.0,0
13387,1.4,-0.32,0.02,0
13388,1.12,-0.32,0.03,0
13389,0.98,-0.34,-0.07,0
13390,0.95,0.21,0.03,0
13391,1.05,0.21,0.02,0
13392,1.06,0.12,0.1,0
13393,1.18,0.1,0.14,0
13394,1.24,0.19,0.17,0
13395,1.37,0.29,0.12,0
13396,0.9,0.33,0.03,0
13397,0.54,0.25,0.27,0
13398,0.62,0.29,0.31,0
13399,1.16,0.32,0.18,0
13400,1.6,0.35,-0.06,0
13401,1.52,0.47,-0.35,0
13402,1.3,0.5,-0.7,0
13403,1.36,0.45,-0.79,0
13404,1.28,0.41,-0.65,0
13405,0.83,0.37,-0.37,0
13406,0.86,0.28,0.1,0
13407,1.08,0.21,0.32,0
13408,1.08,0.17,0.12,0
13409,0.96,0.1,-0.26,0
13410,1.09,0.14,-0.44,0
13411,1.33,0.2,-0.82,0
13412,1.34,0.29,-0.85,0
13413,0.82,0.3,-0.45,0
13414,0.61,0.24,-0.69,0
13415,0.9,0.29,-0.88,0
13416,1.4,0.39,-0.61,0
13417,1.52,0.43,-0.55,0
13418,1.52,0.46,-0.37,0
13419,1.3,0.45,-0.31,0
13420,1.42,0.42,-0.18,0
13421,1.1,0.42,0.1,0
13422,0.86,0.3,0.41,0
13423,0.92,0.25,0.41,0
13424,1.0,0.2,0.34,0
13425,1.08,0.18,0.1,0
13426,1.02,0.12,0.01,0
13427,1.13,0.11,0.0,0
13428,1.44,0.19,-0.03,0
13429,1.21,0.24,-0.04,0
13430,0.79,0.25,0.09,0
13431,0.73,0.27,0.17,0
13432,1.11,0.31,0.09,0
13433,1.52,0.35,0.16,0
13434,1.44,0.39,0.22,0
13435,1.29,0.49,0.19,0
13436,1.35,0.53,0.2,0
13437,1.41,0.47,0.17,0
13438,1.0,0.42,0.15,0
13439,0.93,0.31,0.09,0
13440,1.07,0.26,0.1,0
13441,1.08,0.2,0.08,0
13442,0.99,0.13,0.13,0
13443,1.02,0.1,0.09,0
13444,1.28,0.1,-0.03,0
13445,1.49,0.21,-0.04,0
13446,1.0,0.32,-0.04,0
13447,0.66,0.33,0.07,0
13448,0.83,0.26,0.13,0
13449,1.25,0.32,0.14,0
13450,1.52,0.37,0.07,0
13451,1.47,0.41,0.12,0
13452,1.26,0.4,0.21,0
13453,1.4,0.38,0.14,0
13454,1.18,0.41,0.11,0
13455,0.86,0.37,0.16,0
13456,0.94,0.32,0.15,0
13457,1.08,0.29,0.17,0
13458,1.08,0.23,0.1,0
13459,1.0,0.21,0.11,0
13460,1.16,0.13,0.05,0
13461,1.45,0.13,0.15,0
13462,1.22,0.2,0.05,0
13463,0.65,0.28,0.01,0
13464,0.61,0.25,0.01,0
13465,0.98,0.27,0.0,0
13466,1.47,0.28,0.04,0
13467,1.47,0.28,0.06,0
13468,1.3,0.33,0.11,0
13469,1.29,0.4,0.01,0
13470,1.49,0.44,0.06,0
13471,1.04,0.43,0.16,0
13472,0.8,0.42,0.12,0
13473,0.95,0.34,0.14,0
13474,1.04,0.26,0.19,0
13475,1.04,0.23,0.19,0
13476,1.1,0.17,0.17,0
13477,1.24,0.12,0.04,0
13478,1.45,0.16,0.01,0
13479,1.06,0.22,-0.04,0
13480,0.67,0.38,0.03,0
13481,0.65,0.26,0.0,0
13482,1.09,0.23,-0.03,0
13483,1.55,0.3,-0.03,0
13484,1.55,0.29,-0.02,0
13485,1.36,0.35,0.09,0
13486,1.26,0.45,0.13,0
13487,1.26,0.46,0.12,0
13488,0.87,0.45,0.02,0
13489,0.85,0.43,0.06,0
13490,1.06,0.36,0.12,0
13491,1.13,0.28,0.08,0
13492,1.01,0.25,0.13,0
13493,1.11,0.18,0.17,0
13494,1.27,0.15,0.16,0
13495,1.4,0.16,0.17,0
13496,0.82,0.25,0.13,0
13497,0.57,0.34,0.06,0
13498,0.86,0.23,0.11,0
13499,1.37,0.24,0.1,0
13500,1.51,0.26,0.01,0
13501,1.51,0.3,-0.04,0
13502,1.24,0.4,-0.01,0
13503,1.45,0.49,0.0,0
13504,1.12,0.48,0.05,0
13505,0.86,0.46,0.1,0
13506,0.96,0.45,0.09,0
13507,1.06,0.36,0.03,0
13508,1.08,0.27,0.09,0
13509,0.98,0.19,0.14,0
13510,1.09,0.18,0.11,0
13511,1.39,0.14,0.13,0
13512,1.24,0.17,0.17,0
13513,0.8,0.23,0.18,0
13514,0.69,0.31,0.12,0
13515,0.97,0.22,0.09,0
13516,1.4,0.29,0.01,0
13517,1.41,0.33,0.12,0
13518,1.4,0.32,0.14,0
13519,1.38,0.37,0.02,0
13520,1.49,0.43,-0.02,0
13521,1.09,0.41,-0.03,0
13522,0.94,0.41,0.0,0
13523,1.04,0.4,0.06,0
13524,1.04,0.35,0.12,0
13525,0.93,0.26,0.07,0
13526,0.91,0.2,0.05,0
13527,0.83,0.16,0.16,0
13528,1.33,0.11,0.16,0
13529,1.25,0.17,0.15,0
13530,1.25,0.26,0.19,0
13531,0.69,0.38,0.17,0
13532,0.63,0.18,0.17,0
13533,0.71,0.2,0.1,0
13534,1.08,0.26,0.11,0
13535,1.32,0.27,0.05,0
13536,1.14,0.32,0.17,0
13537,0.88,0.44,0.08,0
13538,0.73,0.45,-0.02,0
13539,0.89,0.41,-0.03,0
13540,1.16,0.38,0.0,0
13541,1.38,0.31,0.03,0
13542,1.44,0.26,0.07,0
13543,1.12,0.22,0.11,0
13544,1.12,0.17,0.06,0
13545,1.13,0.14,0.05,0
13546,0.9,0.16,0.15,0
13547,0.7,0.25,0.15,0
13548,0.66,0.31,0.17,0
13549,0.98,0.18,0.26,0
13550,1.52,0.23,0.18,0
13551,1.54,0.31,0.19,0
13552,1.28,0.29,0.03,0
13553,1.26,0.33,0.09,0
13554,1.14,0.43,0.12,0
13555,0.83,0.43,0.16,0
13556,0.7,0.39,0.05,0
13557,0.79,0.41,0.0,0
13558,0.94,0.32,0.0,0
13559,1.08,0.24,-0.01,0
13560,1.3,0.2,0.05,0
13561,1.35,0.14,0.11,0
13562,1.27,0.12,0.12,0
13563,0.74,0.15,0.04,0
13564,0.48,0.22,0.06,0
13565,0.61,0.37,0.17,0
13566,1.13,0.21,0.14,0
13567,1.63,0.21,0.14,0
13568,1.52,0.28,0.16,0
13569,1.3,0.29,0.17,0
13570,1.35,0.34,0.19,0
13571,1.22,0.45,0.08,0
13572,0.79,0.44,0.15,0
13573,0.75,0.44,0.07,0
13574,1.0,0.41,0.13,0
13575,1.12,0.32,0.02,0
13576,1.05,0.23,-0.05,0
13577,1.18,0.18,-0.03,0
13578,1.24,0.16,-0.04,0
13579,1.24,0.12,0.03,0
13580,0.79,0.14,0.08,0
13581,0.51,0.24,0.13,0
13582,0.75,0.32,0.06,0
13583,1.32,0.2,0.09,0
13584,1.55,0.22,0.17,0
13585,1.55,0.3,0.12,0
13586,1.23,0.28,0.14,0
13587,1.32,0.33,0.17,0
13588,1.13,0.45,0.16,0
13589,0.82,0.47,0.21,0
13590,0.93,0.45,0.08,0
13591,1.07,0.41,0.12,0
13592,1.08,0.31,0.1,0
13593,1.08,0.23,0.17,0
13594,1.24,0.16,0.04,0
13595,1.66,0.16,-0.05,0
13596,-0.95,-2.25,-0.47,0
13597,-0.94,-3.59,-0.45,0
13598,-0.93,-1.87,-0.76,0
13599,-0.94,0.17,-0.9,0
13600,-0.95,1.07,-0.1,0
13601,-0.94,0.79,0.4,0
13602,-0.94,0.4,0.75,0
13603,-0.9,-3.09,0.39,0
13604,-1.49,-2.4,0.33,0
13605,-1.35,-0.08,-0.3,0
13606,-1.44,0.44,-0.29,0
13607,-1.79,-0.1,-0.56,0
13608,-3.31,-2.09,-0.27,0
13609,-2.45,-3.59,-0.21,0
13610,-0.18,-1.64,-0.64,0
13611,1.25,0.24,-0.54,0
13612,1.44,1.13,0.07,0
13613,0.37,0.64,0.69,0
13614,-2.4,-0.39,0.63,0
13615,-2.47,-3.38,0.3,0
13616,-1.84,-1.91,0.73,0
13617,-1.4,-0.04,-0.46,0
13618,-1.11,0.02,-0.43,0
13619,-1.66,-0.93,-0.37,0
13620,-3.58,-3.45,-0.48,0
13621,-1.83,-3.0,-0.23,0
13622,0.14,-0.58,-1.18,0
13623,1.67,0.64,-0.9,0
13624,1.62,0.6,-0.15,0
13625,0.2,0.27,0.41,0
13626,-3.05,-2.46,0.58,0
13627,-2.9,-3.17,0.36,0
13628,-2.22,-1.0,0.67,0
13629,-1.63,0.06,-0.19,0
13630,-1.36,-0.25,-0.27,0
13631,-2.11,-2.54,-0.46,0
13632,-3.59,-3.59,-0.31,0
13633,-1.25,-1.36,-0.57,0
13634,0.77,0.56,-0.99,0
13635,1.52,1.49,-0.26,0
13636,1.53,0.68,0.3,0
13637,0.52,-0.97,0.63,0
13638,-2.34,-3.27,0.42,0
13639,-2.76,-1.46,0.29,0
13640,-2.01,0.26,-0.2,0
13641,-1.6,0.24,-0.51,0
13642,-1.44,-1.4,-0.55,0
13643,-2.82,-3.02,-0.34,0
13644,-3.15,-1.91,-0.16,0
13645,-0.62,-0.05,-1.06,0
13646,1.21,1.44,-0.45,0
13647,1.94,0.86,0.39,0
13648,1.3,-0.31,0.66,0
13649,-1.46,-3.26,0.51,0
13650,-2.75,-1.7,0.35,0
13651,-2.37,0.43,0.56,0
13652,-1.89,0.73,-0.55,0
13653,-1.51,-0.29,-0.68,0
13654,-1.73,-3.18,-0.7,0
13655,-3.59,-2.94,-0.34,0
13656,-1.97,-0.32,-1.18,0
13657,0.23,1.27,-0.61,0
13658,1.83,0.98,-0.21,0
13659,2.01,0.41,0.29,0
13660,0.63,-2.64,0.68,0
13661,-3.03,-2.54,0.17,0
13662,-3.15,-0.12,0.13,0
13663,-2.23,0.45,-0.61,0
13664,-1.77,0.18,-0.25,0
13665,-1.74,-2.19,-0.29,0
13666,-3.28,-3.43,-0.21,0
13667,-3.13,-1.37,-0.08,0
13668,-0.61,0.48,-0.58,0
13669,1.25,1.05,-0.02,0
13670,1.82,0.34,0.45,0
13671,1.05,-2.0,0.69,0
13672,-2.32,-3.05,0.07,0
13673,-2.69,-0.79,0.35,0
13674,-2.25,0.19,-0.27,0
13675,-1.75,0.23,-0.33,0
13676,-1.41,-1.51,-0.4,0
13677,-2.37,-3.34,-0.4,0
13678,-2.55,-1.79,-0.25,0
13679,-0.42,0.4,-1.25,0
13680,0.96,1.1,-0.7,0
13681,1.64,0.42,-0.32,0
13682,1.44,-1.39,0.46,0
13683,-1.14,-3.29,0.3,0
13684,-2.91,-1.08,0.15,0
13685,-2.61,0.54,0.32,0
13686,-1.84,0.66,-0.5,0
13687,-1.22,-0.98,-0.36,0
13688,-1.84,-3.24,-0.51,0
13689,-3.54,-1.82,-0.36,0
13690,-1.16,-0.1,-1.12,0
13691,0.76,1.26,-0.69,0
13692,1.6,0.82,-0.33,0
13693,1.26,0.07,0.3,0
13694,0.33,-2.77,0.37,0
13695,-2.05,-2.68,0.22,0
13696,-2.1,-0.36,0.2,0
13697,-1.78,0.28,-0.45,0
13698,-1.49,0.26,-0.43,0
13699,-1.5,-2.07,-0.38,0
13700,-3.23,-3.29,-0.23,0
13701,-1.62,-1.24,-0.81,0
13702,0.33,0.4,-0.2,0
13703,1.51,1.16,-0.16,0
13704,1.7,0.71,0.09,0
13705,1.12,-1.07,0.56,0
13706,-1.8,-3.49,0.24,0
13707,-2.08,-1.22,0.14,0
13708,-1.82,0.03,0.06,0
13709,-1.59,0.35,-0.32,0
13710,-1.52,-0.07,-0.49,0
13711,-2.98,-3.01,-0.5,0
13712,-2.19,-2.93,-0.26,0
13713,0.01,-0.44,-1.04,0
13714,1.26,1.0,-0.13,0
13715,1.67,0.9,-0.05,0
13716,1.07,0.47,0.3,0
13717,-2.14,-2.46,0.31,0
13718,-2.41,-3.05,0.17,0
13719,-1.89,-0.31,0.59,0
13720,-1.4,0.33,-0.1,0
13721,-1.3,0.46,0.09,0
13722,-1.75,-1.28,-0.41,0
13723,-3.48,-3.49,-0.44,0
13724,-1.14,-2.18,-0.09,0
13725,0.71,-0.26,-1.16,0
13726,1.52,1.0,-0.26,0
13727,1.48,0.91,0.12,0
13728,0.92,0.18,0.47,0
13729,-2.03,-2.9,0.16,0
13730,-1.85,-2.61,0.33,0
13731,-1.51,-0.31,0.15,0
13732,-1.29,0.3,-0.4,0
13733,-1.27,0.38,-0.19,0
13734,-2.84,-1.39,-0.71,0
13735,-2.4,-3.46,-0.44,0
13736,-0.12,-2.14,-0.95,0
13737,0.95,-0.17,-0.51,0
13738,1.51,1.17,-0.11,0
13739,1.21,0.83,0.13,0
13740,-0.57,0.15,0.51,0
13741,-2.19,-2.68,0.21,0
13742,-2.04,-2.55,0.14,0
13743,-1.52,-0.51,-0.08,0
13744,-1.23,0.32,-0.63,0
13745,-1.57,0.48,-0.47,0
13746,-3.54,-0.79,-0.64,0
13747,-1.55,-3.28,-0.43,0
13748,0.46,-2.26,-0.89,0
13749,1.26,-0.25,-0.31,0
13750,1.53,0.81,-0.32,0
13751,1.18,1.02,0.26,0
13752,-2.05,0.52,0.42,0
13753,-2.46,-1.79,0.04,0
13754,-2.08,-3.1,-0.05,0
13755,-1.67,-1.07,-0.48,0
13756,-1.34,0.07,-0.45,0
13757,-1.61,0.3,-0.36,0
13758,-3.36,0.23,-0.42,0
13759,-1.0,-2.52,-0.45,0
13760,0.78,-3.0,-0.6,0
13761,1.14,-0.98,-0.43,0
13762,1.24,0.26,-0.24,0
13763,0.86,0.95,0.1,0
13764,-2.09,0.77,0.37,0
13765,-2.25,-0.82,0.15,0
13766,-1.88,-3.03,0.11,0
13767,-1.38,-2.15,0.08,0
13768,-1.04,-0.66,-0.43,0
13769,-1.42,-0.23,-0.53,0
13770,-3.26,0.13,-0.43,0
13771,-1.12,0.33,-0.5,0
13772,0.38,-1.61,-0.05,0
13773,1.0,-2.79,-1.14,0
13774,1.13,-1.13,-0.27,0
13775,0.84,0.0,-0.17,0
13776,-2.18,0.51,0.11,0
13777,-2.38,0.5,0.17,0
13778,-1.73,-0.67,0.07,0
13779,-1.19,-2.18,-0.46,0
13780,-1.01,-1.91,-0.31,0
13781,-1.2,-0.66,-0.36,0
13782,-2.95,-0.27,-0.35,0
13783,-1.62,-1.4,-0.47,0
13784,0.05,-1.6,-0.37,0
13785,0.66,-1.11,0.03,0
13786,0.97,-0.64,-1.26,0
13787,0.77,-0.32,-0.24,0
13788,-0.35,-0.36,-0.26,0
13789,-2.07,-0.83,0.01,0
13790,-1.47,-1.17,0.05,0
13791,-1.06,-1.26,0.0,0
13792,-0.84,-0.99,-0.43,0
13793,-0.79,-0.8,0.26,0
13794,-1.47,-0.75,-0.2,0
13795,-2.35,-0.89,-0.07,0
13796,-0.69,-0.96,-0.1,0
13797,0.27,-1.0,0.21,0
13798,0.34,-1.0,0.16,0
13799,0.36,-0.96,0.05,0
13800,0.64,-0.85,0.07,0
13801,0.38,-0.78,0.05,0
13802,0.73,-2.95,0.17,0
13803,0.54,-1.29,-0.1,0
13804,-0.53,0.06,-0.24,0
13805,-1.79,0.77,-0.06,0
13806,-1.75,0.71,0.35,0
13807,-1.02,-0.36,0.54,0
13808,-0.63,-2.94,0.5,0
13809,-0.58,-2.16,0.22,0
13810,-1.51,-1.0,0.16,0
13811,-2.28,-0.37,0.13,0
13812,-0.55,-0.35,0.27,0
13813,0.64,-2.68,0.41,0
13814,0.9,-3.16,0.24,0
13815,0.82,-1.05,-0.09,0
13816,-0.34,0.44,-0.13,0
13817,-1.72,0.97,0.11,0
13818,-1.73,0.7,0.63,0
13819,-1.14,-1.4,0.88,0
13820,-0.81,-3.01,0.77,0
13821,-0.88,-1.86,0.37,0
13822,-2.34,-0.86,0.23,0
